<<<<<<< HEAD:ocean_data/pop_unemployment.csv
,Country Name,2015 Total Pop,2016 Total Pop,2017 Total Pop,2018 Total Pop,2019 Total Pop,2015 Adults (%),2016 Adults (%),2017 Adults (%),2018 Adults (%),2019 Adults (%),2015 Total Unemploment,2016 Total Unemploment,2017 Total Unemploment,2018 Total Unemploment,2019 Total Unemploment,2015 Female Unemploment,2016 Female Unemploment,2017 Female Unemploment,2018 Female Unemploment,2019 Female Unemploment,2015 Male Unemployment,2016 Male Unemployment,2017 Male Unemployment,2018 Male Unemployment,2019 Male Unemployment
93,High income,1212252370,1219052243,1225031038,1230515710,1235852838,66.31156222,66.0724504,65.81918229,65.55909046,65.29923396,6.623420198,6.145407355,5.583461292,5.074339469,4.793254837,6.887551039,6.430527707,5.877960042,5.363301008,5.080540623,6.416665865,5.92130683,5.351188444,4.845428709,4.565794165
95,Honduras,9112916,9270795,9429013,9587522,9746117,61.94650538,62.55904699,63.09407994,63.56850081,64.01238565,6.146999836,6.727000237,5.527999878,5.647999763,5.386000156,8.960000038,9.031000137,8.015999794,7.241000175,7.002999783,4.512000084,5.383999825,4.125999928,4.665999889,4.387000084
94,Hong Kong,7291300,7336600,7391700,7451000,7507400,73.64606103,73.0503668,72.21830628,71.2240546,70.17503941,3.319999933,3.390000105,3.089999914,2.903000116,3.628999949,3.190999985,3.078000069,2.773999929,2.615999937,3.197999954,3.441999912,3.687000036,3.394999981,3.180999994,4.048999786
99,Hungary,9843028,9814023,9787966,9775564,9769949,68.08257746,67.626637,67.04987336,66.4302824,65.87232267,6.813000202,5.114999771,4.156000137,3.707999945,3.398999929,7.039000034,5.107999802,4.571000099,3.986000061,3.480000019,6.622000217,5.120999813,3.809000015,3.476999998,3.33100009
100,IBRD only,4648915921,4692793113,4736170185,4777257265,4816235953,68.24314129,68.16962065,68.06196459,67.93742316,67.82349901,5.758550075,5.863496715,5.825844938,5.699092448,5.770164568,5.778761058,5.914352852,5.914821566,5.799021522,5.892466473,5.746968053,5.833548288,5.773286296,5.639842051,5.69849956
112,Iceland,330815,335439,343400,352721,361313,65.97293508,65.78779432,65.5848059,65.37258734,65.16070802,3.979000092,2.977999926,2.742000103,2.703999996,2.842000008,4.051000118,3.046000004,2.717999935,2.539999962,2.835000038,3.914000034,2.917999983,2.763000011,2.851000071,2.84800005
101,IDA & IBRD total,6176134809,6254597843,6333386949,6410738780,6486934853,65.43853053,65.40657568,65.35379676,65.2919282,65.24129203,5.459186698,5.591850169,5.583303957,5.4700694,5.530233221,5.610410879,5.770583335,5.775160103,5.653526737,5.723328974,5.367645575,5.483409606,5.466676476,5.358249567,5.41323088
103,IDA blend,512877243,524790731,536862922,549115214,561572202,57.16222758,57.29280479,57.44471474,57.61615251,57.8069236,3.975858075,4.87337859,5.372280074,5.358918837,5.458394539,5.015450378,6.008071677,6.350651741,6.130967103,6.270312496,3.370041309,4.219512264,4.811714156,4.919369352,4.995646177
105,IDA only,1014341645,1037013999,1060353842,1084366301,1109126698,56.75293623,56.99371723,57.2473769,57.51025579,57.77973209,4.520443619,4.484482275,4.433094781,4.368850354,4.382339958,5.043127527,5.008654485,4.924290217,4.831152501,4.78931527,4.146497804,4.10680347,4.076237038,4.031093455,4.084631703
102,IDA total,1527218888,1561804730,1597216764,1633481515,1670698900,56.89054085,57.0943252,57.31377837,57.54589195,57.78888141,4.35195343,4.604448585,4.721280509,4.671868284,4.711286128,5.035284824,5.288859688,5.319323951,5.188501358,5.195998568,3.892686799,4.143704701,4.316781766,4.321691911,4.382344579
107,India,1310152403,1324509589,1338658835,1352617328,1366417754,65.94416405,66.27426247,66.53818711,66.7667425,67.00381119,5.565000057,5.511000156,5.419000149,5.329999924,5.355000019,5.571000099,5.505000114,5.375,5.300000191,5.232999802,5.563000202,5.513000011,5.429999828,5.336999893,5.386000156
104,Indonesia,258383256,261554226,264645886,267663435,270625568,67.16559219,67.2429804,67.40315016,67.59163708,67.73457784,4.513999939,4.301000118,4.184999943,4.511000156,4.686999798,4.429999828,3.86500001,3.921000004,4.250999928,4.510000229,4.565999985,4.572000027,4.352000237,4.678999901,4.801000118
110,Iran,78492215,79564016,80673951,81800269,82913906,70.31185322,70.0525812,69.71345113,69.33886753,68.98681989,11.06000042,12.43000031,12.10000038,12.03999996,11.38199997,19.49099922,20.76000023,19.87299919,19.10499954,18.56699944,9.300000191,10.5,10.18099976,10.31900024,9.637999535
111,Iraq,35572261,36610632,37552781,38433600,39309783,57.58574075,57.74782855,57.99419223,58.28983494,58.58053961,10.7130003,10.81999969,13.02000046,12.86200047,12.82199955,22.17399979,22.3390007,31.02000046,30.85099983,30.40399933,8.527000427,8.534999847,10.27999973,10.10499954,10.08300018
109,Ireland,4701957,4755335,4807388,4867316,4941444,65.33622788,65.09707974,64.89006852,64.72777871,64.62679429,9.906000137,8.373999596,6.711999893,5.739999771,4.927999973,8.906999588,7.59800005,6.293000221,5.690999985,4.673999786,10.72999954,9.022000313,7.065000057,5.782000065,5.143000126
106,Isle of Man,83234,83287,83598,84077,84584,,,,,,,,,,,,,,,,,,,,
113,Israel,8380100,8546000,8713300,8882800,9053300,60.91262883,60.60107399,60.32990904,60.09776752,59.90575367,5.250999928,4.797999859,4.215000153,3.997999907,3.861000061,5.393000126,4.941999912,4.320000172,3.953999996,3.898000002,5.125,4.669000149,4.120999813,4.038000107,3.826999903
114,Italy,60730582,60627498,60536709,60421760,60297396,64.33598201,64.16047427,64.02524052,63.91920431,63.82120584,11.89599991,11.68799973,11.21100044,10.60999966,9.887000084,12.69400024,12.77499962,12.38799953,11.77499962,10.8380003,11.31499958,10.89000034,10.34000015,9.746999741,9.18200016
115,Jamaica,2891021,2906238,2920853,2934855,2948279,66.89031315,67.09541138,67.29244384,67.45326077,67.54638893,13.51099968,13.19200039,11.63399982,9.104000092,8.001999855,17.875,17.43099976,15.3920002,11.9090004,10.80700016,9.909000397,9.61400032,8.42800045,6.724999905,5.616000175
117,Japan,127141000,126994511,126785797,126529100,126264931,60.99128482,60.49382348,60.07613014,59.72678128,59.4249197,3.400000095,3.099999905,2.799999952,2.400000095,2.290999889,3.112999916,2.813999891,2.63499999,2.177999973,2.144999981,3.61500001,3.316999912,2.927000046,2.573999882,2.405999899
116,Jordan,9266575,9551467,9779173,9956011,10101694,60.26763934,60.75659657,61.30351774,61.90801939,62.54434157,13.07499981,15.27499962,15.11499977,14.95899963,14.71500015,22.66200066,24.18499947,23.95800018,23.69300079,23.34499931,11.02999973,13.3579998,13.19299984,13.0369997,12.80500031
118,Kazakhstan,17542806,17794055,18037776,18276498.5,18513930,66.54297947,65.77406829,64.9483167,64.14760395,63.46640612,4.929999828,4.960000038,4.900000095,4.824999809,4.590000153,5.5,5.508999825,5.434999943,5.34800005,5.222000122,4.392000198,4.446000099,4.403999805,4.342000008,4.005000114
119,Kenya,47878336,49051686,50221473,51393010,52573973,56.45571517,56.92169994,57.39388204,57.87864645,58.38279903,2.79399991,2.756999969,2.694999933,2.63499999,2.64199996,2.996000051,2.940000057,2.858999968,2.822000027,2.799999952,2.602999926,2.585000038,2.539000034,2.45600009,2.49000001
122,Kiribati,110930,112524,114158,115847,117606,61.4432525,61.39401372,61.02945041,60.50739337,60.07941772,,,,,,,,,,,,,,,
191,North Korea,25183833,25307744,25429985,25549819,25666161,69.36120089,69.62979793,70.03544853,70.46336609,70.7486289,2.888000011,2.84800005,2.779000044,2.713000059,2.74000001,2.467000008,2.440000057,2.342000008,2.309999943,2.33100009,3.266000032,3.213999987,3.171000004,3.075000048,3.105999947
124,South Korea,51014947,51217803,51361911,51606633,51709098,73.35891973,73.16412851,72.92225296,72.60812059,72.19337949,3.599999905,3.700000048,3.700000048,3.84800005,4.147999763,3.542999983,3.584000111,3.584000111,3.726000071,3.898000002,3.641000032,3.782999992,3.782999992,3.937000036,4.328999996
259,Kosovo,1788196,1777557,1791003,1797085,1794248,,,,,,,,,,,,,,,,,,,,
125,Kuwait,3835591,3956875,4056099,4137312,4207083,76.67673639,76.46089401,76.19508301,75.91063957,75.66632272,2.200000048,2.160000086,1.797999978,2.075999975,2.181999922,4.684000015,5.618999958,4.848999977,5.446000099,5.524000168,1.27699995,0.906000018,0.717999995,0.920000017,1.065000057
120,Kyrgyzstan,5956900,6079500,6198200,6322800,6456900,64.16486593,63.72269864,63.40651527,63.15485491,62.8980104,7.559999943,7.210000038,6.889999866,5.960000038,6.329999924,9.024000168,8.737999916,8.906999588,6.445000172,7.467000008,6.543000221,6.178999901,5.587999821,5.656000137,5.620999813
127,Laos,6741164,6845846,6953035,7061507,7169455,62.55148221,62.88211859,63.12551282,63.32093135,63.53301611,0.691999972,0.680000007,0.660000026,0.640999973,0.625999987,0.638999999,0.625,0.605000019,0.584999979,0.569000006,0.744000018,0.73299998,0.713,0.694999993,0.681999981
140,Late-demographic dividend,2247409050,2261412980,2275534160,2287846155,2298470832,71.36195843,71.0373898,70.66093412,70.26006181,69.87708632,5.101767595,5.274116035,5.260620458,5.059472796,5.06480201,4.903385478,5.099300626,5.118052422,4.941652078,4.960365142,5.256874798,5.409814911,5.371143077,5.150250325,5.145279564
132,Latin America & Caribbean,622301083,628488528,634554056,640467174,646430843,66.61974591,66.77058746,66.90486,67.0169311,67.09932264,6.702345335,7.813107123,8.088021016,7.954364685,8.069178678,8.020245241,9.236578597,9.579105878,9.433169404,9.628294645,5.780028074,6.809351844,7.029743428,6.895193986,6.951789295
126,Latin America & Caribbean (excluding high income),590731803,596647568,602435369,608125444,613773119,66.57729757,66.73748393,66.88083732,67.00166737,67.09332682,6.710003594,7.867742279,8.153021802,8.008721829,8.134316793,8.068371076,9.34106558,9.694998863,9.529482336,9.741461135,5.760717869,6.830422558,7.060363587,6.921475544,6.984614328
234,Latin America & the Caribbean (IDA & IBRD countries),606271969,612506457,618641500,624681220,630644772,66.57615934,66.73687216,66.88026677,67.00056092,67.09124692,6.750567358,7.894353958,8.185232253,8.053110769,8.172789853,8.098326576,9.346165136,9.707846427,9.559255285,9.759050162,5.806354344,6.869391854,7.103029223,6.972599841,7.034065876
143,Latvia,1977527,1959537,1942248,1927174,1912789,65.38709519,65.09153275,64.59043297,63.96060274,63.35573279,9.873000145,9.642999649,8.715000153,7.412000179,6.519999981,8.637000084,8.399999619,7.673999786,6.416999817,5.631000042,11.0880003,10.89099979,9.751999855,8.404999733,7.407000065
133,Least developed countries: UN classification,941131317,963511276,986365080,1009662578,1033388876,56.24186612,56.48857231,56.75164023,57.02638841,57.30833057,4.417204495,4.43716757,4.428566571,4.355617159,4.348260905,4.920648439,4.946296683,4.900046801,4.815634469,4.742242871,4.047774754,4.061152597,4.077401494,4.011262648,4.052951805
128,Lebanon,6532678,6711121,6811873,6848925,6855713,66.3349089,66.48664243,66.66571839,66.9017647,67.15448853,6.356999874,6.309000015,6.224999905,6.143000126,6.229000092,10.39299965,10.3039999,10.13300037,9.996999741,9.880000114,5.068999767,5.027999878,4.96600008,4.895999908,5.046999931
139,Lesotho,2059021,2075001,2091412,2108132,2125268,61.79592146,61.93577924,62.14596559,62.38256097,62.60725706,24.3939991,24.29999924,24.13400078,23.97100067,23.40500069,28.68499947,28.47800064,27.77700043,27.76399994,27.11800003,20.84300041,20.84199905,21.11800003,20.8239994,20.33799934
129,Liberia,4472230,4586788,4702228,4818977,4937374,54.73222531,55.0003303,55.29857561,55.62158161,55.96138757,2.078999996,3.08100009,3.003999949,2.931999922,2.813999891,1.782999992,2.332999945,2.275000095,2.210999966,2.223999977,2.342000008,3.752000093,3.661000013,3.584000111,3.346999884
130,Libya,6418315,6492164,6580724,6678567,6777452,66.89339803,66.99872862,67.13142809,67.28872201,67.47348414,18.88100052,18.78899956,18.62700081,18.46800041,18.56299973,25.32699966,25.21500015,25.00300026,24.59900093,24.56999969,15.54199982,15.46000004,15.32600021,15.29699993,15.4630003
135,Liechtenstein,37470,37658,37800,37910,38019,,,,,,,,,,,,,,,,,,,,
141,Lithuania,2904910,2868231,2828403,2801543,2786844,66.71974979,66.38965765,65.97155985,65.41254234,64.70613601,9.119999886,7.861999989,7.072999954,6.146999836,6.352000237,8.161000252,6.650000095,5.672999859,5.409999847,6.304999828,10.09700012,9.097999573,8.49600029,6.890999794,6.400000095
138,Low & middle income,6126712584,6205233900,6284043441,6361429561,6437681136,65.41298109,65.38651661,65.34091506,65.2867818,65.24298544,5.417001339,5.563621789,5.567012769,5.462895418,5.527787008,5.552964291,5.731667629,5.750164526,5.637613503,5.711692854,5.334869012,5.461833543,5.455857449,5.35657269,5.416545883
134,Low income,603234541,618780841,634796692,651327587,668454965,53.93213931,54.14611088,54.38362515,54.64048575,54.91422911,5.09712587,5.051989909,4.964443434,4.881436116,4.889683791,5.246105483,5.198092197,5.11297096,5.024612675,5.004370596,4.982379201,4.9388823,4.849211479,4.769838864,4.800285077
137,Lower middle income,2749824313,2790617792,2831466703,2872397765,2913363391,63.34883607,63.53002418,63.68968621,63.83915543,63.99477343,5.108081819,5.189440718,5.220624545,5.132227136,5.134931187,5.509071935,5.652724967,5.646237283,5.522826712,5.501986181,4.933243153,4.98849286,5.035840188,4.962195729,4.975755812
142,Luxembourg,569604,582014,596336,607950,619896,69.62792528,69.7182977,69.82818334,69.93802183,70.01781628,6.669000149,6.290999889,5.521999836,5.585000038,5.362999916,7.348999977,6.631999969,5.499000072,5.883999825,5.889999866,6.109000206,6.012000084,5.540999889,5.331999779,4.916999817
144,"Macao SAR, China",602085,612836,622585,631636,640445,78.79352583,77.90665039,76.92154485,75.86173049,74.76879357,1.809999943,1.899999976,2,1.965999961,2.236999989,1.600999951,1.493999958,1.592000008,1.585000038,1.799000025,2.009000063,2.290999889,2.387000084,2.325000048,2.647000074
149,Madagascar,24234088,24894380,25570540,26262368,26969307,55.52256805,55.82712075,56.09750403,56.34513228,56.58909589,1.784999967,1.763000011,1.725000024,1.68900001,1.758000016,1.800999999,1.789999962,1.751999974,1.720999956,1.845999956,1.769999981,1.738000035,1.700000048,1.659000039,1.672999978
166,Malawi,16745303,17205289,17670260,18143315,18628747,52.27595464,52.66897724,53.05410874,53.45227916,53.88928735,5.846000195,5.795000076,5.706999779,5.622000217,5.652999878,6.837999821,6.78000021,6.698999882,6.574999809,6.617000103,4.912000179,4.863999844,4.764999866,4.712999821,4.736000061
167,Malaysia,30270962,30684804,31105028,31528585,31949777,68.93482936,69.08061926,69.22225702,69.33310429,69.38424954,3.099999905,3.440000057,3.410000086,3.349999905,3.323999882,3.39199996,3.928999901,3.927000046,3.825999975,3.74000001,2.921000004,3.137000084,3.089999914,3.055000067,3.065000057
150,Maldives,454915,475513,496402,515696,530953,74.84343229,75.39536331,75.82664856,76.14873879,76.44932791,5.666999817,6.119999886,5.980999947,5.848999977,6.138000011,5.778999805,5.520999908,5.375999928,5.257999897,5.866000175,5.629000187,6.302999973,6.153999805,6.005000114,6.206999779
156,Mali,17438778,17965429,18512394,19077690,19658031,49.52097561,49.62358011,49.76226784,49.94928385,50.20017519,7.729000092,7.552999973,7.329999924,7.110000134,7.223999977,8.793000221,8.534999847,8.204000473,7.861999989,7.953999996,6.90199995,6.789000034,6.650000095,6.522999763,6.657000065
157,Malta,445053,455356,467999,484630,502653,66.98096453,66.41297693,65.88290903,65.37377518,64.8540325,5.379000187,4.686999798,4.000999928,3.71600008,3.47300005,5.387000084,5.164000034,4.251999855,3.555999994,3.773999929,5.374000072,4.375,3.834000111,3.825999975,3.266000032
153,Marshall Islands,57439,57735,58058,58413,58791,,,,,,,,,,,,,,,,,,,,
164,Mauritania,4046301,4163534,4282574,4403319,4525696,56.37637932,56.46742802,56.60673381,56.77570502,56.95484186,9.758000374,9.692000389,9.576999664,9.463999748,9.548000336,12.16899967,12.18599987,12.04599953,11.94999981,12.11200047,8.656999588,8.552000046,8.444000244,8.319000244,8.366000175
165,Mauritius,1262605,1263473,1264613,1265303,1265711,70.64565971,70.65526027,70.69092186,70.73213461,70.74156394,7.409999847,6.81400013,6.751999855,6.657000065,6.673999786,10.70199966,10.42199993,10.05300045,9.904000282,9.998999596,5.293000221,4.525000095,4.646999836,4.554999828,4.506999969
152,Mexico,121858258,123333376,124777324,126190788,127575529,65.63931515,65.82178939,66.02000456,66.21946683,66.39822125,4.313000202,3.858999968,3.420000076,3.282999992,3.424999952,4.453000069,3.90899992,3.601000071,3.427000046,3.711999893,4.229000092,3.828999996,3.311000109,3.196000099,3.250999928
77,"Micronesia, Fed. Sts.",108895,110215,111459,112640,113815,63.75958492,64.04845076,64.21464395,64.29598722,64.35179897,,,,,,,,,,,,,,,
151,Middle East & North Africa,425821770,433597628,441255236,448912962,456707404,65.26514088,65.13009948,65.0236325,64.93158841,64.84153174,10.0656443,10.108632,10.21619645,10.1371864,9.825076901,18.2008969,18.37385799,18.55107786,18.42628353,18.08774883,8.002075814,7.96163713,8.080123977,8.0243088,7.721180673
159,Middle East & North Africa (excluding high income),363975550,370276461,376546755,382896715,389457086,63.91863521,63.7513162,63.62060216,63.51351932,63.41420605,11.78135342,11.87804706,11.99532033,11.90052671,11.52503546,20.33989913,20.61489959,20.94424316,20.68187338,20.28911531,9.627838637,9.624167424,9.720945965,9.677981353,9.306880545
236,Middle East & North Africa (IDA & IBRD countries),359705458,365909373,372091950,378327628,384771780,63.99981037,63.82762395,63.69216569,63.58108067,63.4779796,11.6673074,11.75486064,11.85214948,11.74984848,11.36794496,20.19904921,20.44722769,20.7231854,20.46351531,20.06984406,9.520348329,9.510979748,9.596638423,9.543929565,9.165240454
154,Middle income,5523478043,5586453059,5649246749,5710101974,5769226171,66.66728653,66.63199485,66.57260128,66.50158475,66.44014651,5.446918759,5.612455262,5.625651332,5.520642579,5.592531053,5.586551641,5.791452081,5.823174147,5.709437828,5.796540367,5.364511425,5.506611494,5.508701861,5.408653683,5.472365048
148,Moldova,2834530,2802170,2755158,2706049,2657637,74.15911268,73.79855775,73.27474257,72.6703528,72.09718982,3.694000006,4.184999943,4.09800005,2.977999926,5.47300005,2.920000076,2.880000114,3.338999987,2.471999884,4.15500021,4.445000172,5.447999954,4.822999954,3.479000092,6.768000126
147,Monaco,37718,38070,38392,38682,38964,,,,,,,,,,,,,,,,,,,,
161,Mongolia,2998439,3056359,3113779,3170208,3225167,67.27377145,66.64579219,66.05640208,65.50689291,65.01238541,4.861000061,7.235000134,6.359000206,6.254000187,6.011000156,4.245999813,5.873000145,5.640999794,5.59100008,5.630000114,5.374000072,8.369000435,6.960999966,6.813000202,6.333000183
160,Montenegro,622159,622303,622373,622227,622137,67.71862778,67.52483803,67.20201796,66.81554422,66.46061145,17.54400063,17.72299957,16.07099915,15.17500019,14.88300037,17.30599976,17.07999992,16.9470005,15.09700012,15.72999954,17.73900032,18.23800087,15.37899971,15.23499966,14.22500038
